meaning_ru,id,Bagvalal (Magomedova 2004),Bagvalal (Magomedova 2004) bor,"Botlikh (Saidova, Abusov 2012)","Botlikh (Saidova, Abusov 2012) bor",Godoberi (Saidova 2006),Godoberi (Saidova 2006) bor,"Karata-Tukita (Magomedova, Khalidova 2001)","Karata-Tukita (Magomedova, Khalidova 2001) bor",Botlikh (Alekseev 2006),Botlikh (Alekseev 2006) bor,"Akhvakh (Magomedova, Abdulayeva 2007)","Akhvakh (Magomedova, Abdulayeva 2007) bor",Andi (Salimov 2010),Andi (Salimov 2010) bor,"Tokita (Magomedova, Khalidova 2001)","Tokita (Magomedova, Khalidova 2001) bor",Chamalal (Magomedova 1999),Chamalal (Magomedova 1999) bor,Tindi (Magomedova 2003),Tindi (Magomedova 2003) bor,n_languages
ерзанье,1,КЬУРКЬ́УРИДАР,native,,,,,,,,,кьу'кьуле,native,,,,,,,КЬУРКЬУ́РИЙАР,native,3
если,1,–ЧĪИДА,native,,,-ЛЪÁРА,native,,,,,,,НАГАГЬИ,pers,,,,,,,3
жабка,1,̄САХЪВÁ,native,,,,,,,,,,,,,,,САХЪО̅,native,САХЪÁВУР,native,3
жадина,1,,,,,,,,,къару́н-къару́н,native,,,,,,,БАХИ́Л,arab,КЪАᴴКIУ́Л,native,3
жадничать,2,,,,,,,БАХИ'ЛЛЪ/АЛЪА,arab,,,,,,,,,БАХИ́ЛЛЪИ̅ЛА,arab,ХЪВÁЛАБУЛI/ИЛЪ’А,native,3
жаждать,1,,,,,,,Х|А'ЛЦ/А¯ЛЪА,native,гьа́нкъаса вукIи,native,,,ГЬАНКЪОЧӀИДУ,native,,,,,,,3
жалеть,1,ЃУРХIИДИ/ЛА,native,,,ГУРХIИ́ᴴ,native,,,гурхIи́,native,,,,,,,,,,,3
жалоба,2,,,гIарз,arab,,,,,гIарз,arab,,,ЗИНЗИРИ,native,,,,,,,3
жалованье,1,ХАРЖ,arab,,,,,,,харж,arab,ха'жи,arab,,,,,,,,,3
жар,1,ЦIÁГЬАР,native,цIай,native,,,,,бу́кьир,native,,,,,,,,,,,3
жара,1,,,,,,,БОКЬЕ'Р,native,,,б/о'кье,native,БУКЬИР,native,,,,,,,3
жареное зерно,1,,,кьватIе́ру,native,АМАДИ́,native,,,,,,,,,,,,,КЬÉМУ,native,3
жареный,1,,,бе́жаб,native,Б/ЕЩАБУ́,native,БЕЩО'Б,native,,,,,,,,,,,,,3
жариться,1,,,,,Б/ЕЖИ́ᴴ,native,,,,,б/ижу'/рулъIа,native,,,,,БЕ́ЗИЗЛА,native,,,3
жать,1,,,,,БАКУ́,native,,,,,къино̄'/рулъIа,native,,,,,,,АКУК/И́ЛЪ’А,native,3
жгучий,1,,,,,,,Л|ИЛ|И'РДО/Б,native,букьа́йхаб,native,чIе̄'да/б/е,native,,,,,,,,,3
ждать,1,Б/́ИГЪИ/ЛА,native,,,Б/ИГЪИ́,native,,,,,,,,,,,,,Б/ÁГЬ/ИᴴЛЪ’А¹,native,3
жеванный кусок пищи,1,,,,,,,,,,,на'на,native,,,,,НАНА,native,НÁНА¹,native,3
жевать,1,КЪВÁРДИ/ЛА¹,native,,,ЧIАНЧIАДИ́,native,,,,,,,,,,,,,ЧIÁЧI/ĀᴴЙЛЪ’А,native,3
жевать жвачку,1,ЛАX̄В̄́Е/ЛА,native,,,ЛАБХАЩИ́,native,,,,,,,,,,,ЛАХВА,native,,,3
железный,1,КУБ́ИЛЪ,native,,,,,КУ'БИЛАЛ|,native,,,рачIӣх̄и'лIи,native,,,,,,,,,3
желоб,1,́ЭХЬУБ,native,дордо́л,native,,,ГОМО'Г,native,,,,,,,,,,,,,3
желтеть,2,,,,,,,,,чча́ккуй,native,,,,,,,АШЛЪУ̅́ЛА,native,С̅Ӣ̀ᴴЛЪ’А,native,3
желтуха,1,ГIАЧ́УБАЧŌ/Б,native,,,,,,,,,,,ЧАККУ РУКЪУР,native,,,,,ЦIИ́ЛЪИЛIА,native,3
желудок,1,БАКIВÁЛ,native,,,,,,,,,бакIва'ли,native,,,,,РУЙАᴴ¹,native,,,3
желудок,2,,,бакIва́л,native,ХВАБ/У́,native,,,,,,,ЦӀАРКӀО,native,,,,,,,3
жена,2,,,гьа́ркIкI/и,native,,,ХЪИЗА'М,native,,,хъиᴴза',native,,,,,,,,,3
женский половой орган,1,,,,,,,ГЬАРК¯|О'ЛЪЕР,native,гуда,native,а'кĪалъе,native,,,,,,,,,3
жертвенное угощение,1,̄САРÁКЪА,arab,,,,,,,,,,,,,,,САДАКЪА,arab,С̅АЙÁКЪА,arab,3
жечь,2,Ж́ИДИ/ЛА²,native,,,ЦIАТИ́,native,,,букьа́й,native,,,,,,,,,,,3
жженая глина,1,ЩАГI,native,,,,,ЩА'Г|ИЛА,native,,,ща'гIи,native,,,,,,,,,3
живность,1,,,рухIчIа́голъи,arab,РУ́ХIЧIАГОЛЪИ,arab,,,,,,,,,,,РУХIЧIАГОЛЪИ,arab,,,3
жидковатый,1,ГЬУНАХЬ́У/Б,native,,,,,Ч|АЛО'-АЛО/Б,native,,,лъ̄е'мада/б/е,native,,,,,,,,,3
жижа,1,,,та́нтир,native,ЛЪЛЪИНЦЦ/У́,native,,,,,,,,,,,СIИᴴГЬА,native,,,3
жизнерадостность,1,ГIÁНЧIЛГЬАР,native,,,,,ГЬА'ЙБАТЛЪЕР,native,,,,,,,,,,,ГIÁᴴЧIИЛЪАР,native,3
жизнерадостный,1,,,рази́йа/б,arab,РАЗИ́ЙА/Б,arab,Г|А'ᴴЧ|О/Б,native,,,,,,,,,,,,,3
жизнь,4,,,,,,,Ч|А'ГОЛЪЕР,native,,,магIи'шате,arab,,,,,,,ГIУ́РМИ,arab,3
жизнь,1,ГIÓРМИ,arab,,,ГIУ́МРУ,arab,,,,,,,,,,,БЕТIЕ́Р-БАХЪ,native,,,3
жирность,1,,,,,,,,,ча́рар,native,ча'ралъе,native,ЧӀАЧӀИЛЪИР,native,,,,,,,3
житейские невзгоды,1,ГIАКЪ́УБА–КЪВАРАЛГЬАР,arab,,,,,,,,,,,,,,,ГIАКЪУ́БА-КЪВА̅ЛЪИ,arab,ГIАКЪУ́БА-КЪВАРАЛЪАР,arab,3
жить,1,,,хьвад/и́,native,,,,,б=укIи́,native,,,БАХУННУ,native,,,,,,,3
жостер,1,М́ИКЬАКЪВ,native,,,,,,,,,,,,,,,ДЖИГРИ́-ДЖАГА,native,МИ́КЬАГЪАЛ,native,3
за,1,,,,,РÁКЪУДАРА,native,ХИГИ'Р,native,,,,,,,,,БЕ̅́ХЪЕ,native,,,3
забавляться,1,,,ракIвабигъ/и́,native,,,,,,,ракIвагъе'ло̄/рулъIа,native,,,,,,,ГЪĒЙЛЪ’А,native,3
забвение,1,Б/ЕЧИЧÁЛАР,native,,,,,,,,,гьидичайе',native,,,,,,,Б/ЕЧУ́ЧАЛАР,native,3
забивать,1,,,чIчIабд/и́,native,,,,,,,кьвакьвару'/рулъIа,native,,,,,СIАСIА̅ЛА,native,,,3
заболевание,1,,,гьа́гар,native,,,,,,,ро'кьIе,native,ЛӀИРЛӀИРИ,native,,,,,,,3
заболеть,1,ШÓКЪЛГЬИ/ЛА,native,,,,,,,,,,,ЛӀИРЛӀИДУННУ,native,,,,,ЧÈЧИЛЪ/ИЛЪ’А,native,3
заболеть психической болезнью,1,ГIАДÁЛГЬИ/ЛА,native,,,,,,,,,,,,,,,ГIАДА́ЛЛЪЛА,native,ГIАЙÁЛЛЪ/ИЛЪ’А,native,3
забор,1,,,,,,,,,,,,,ЗАБОР,rus,,,БУ̀ЦУР,native,Б/У̀ХАР²,native,3
заверение,1,БÓЖАЛАР,native,,,,,,,бу́жайр,native,,,,,,,,,БУ́ЖАЛАР,native,3
завершаться,1,Б/́УЛЪУЛЪ/УЛА,native,,,ТIУМАГЬИ́,native,,,,,,,,,,,,,Б/ÓРЧI/ӢЛЪ’А,native,3
завещание,1,ВАС́ИГАТ,arab,,,,,ВАСИГА'Т,arab,,,,,,,,,,,ВАСИ́Г’АТА,arab,3
зависимый,1,Б/ÁЙДУ/Б,native,,,,,,,,,б/е'ла̄да/б/е,native,,,,,,,БÁЙУ/Б,native,3
завистливый,1,,,ракIвахъу́пи,native,,,,,,,,,,,,,БИ́СИД̅А,native,ЖАХIИ́ЛЪАРИЙŌ/Б,native,3
завоевать,1,Б/ЕГЬ́ИГЬИ/ЛА,native,,,,,,,бухи́,native,,,,,,,,,Б/ÉХИЛЪ’А,native,3
завтра ночью,1,ЩВÁЛАРЕГЬЕРА,native,,,,,,,,,,,,,,,СЕТIЕЛЪАДА,native,ЩÓЛЪ’АХЪА,native,3
завхоз,1,ЗАВХ́УЗ,rus,завхо́з,rus,ЗАВХУ́З,rus,,,,,,,,,,,,,,,3
загрязнение,1,КIАБЩIАX̄ÁЛАР,native,гъузи́лаххвир,native,,,,,,,,,,,,,,,КIАБЧ̅АX̅ÁЛАР,native,3
загрязненность,1,КIАБЩIÁX̄АР,native,,,,,,,,,б/е'чIе,native,,,,,,,КIÀБЧ̅АX̅АР,native,3
зад,1,БЕX̄́ӢСРО̄С,native,,,,,,,,,,,,,,,БЕХ̅,native,РÓС̅И,native,3
задавать,1,́ИЧИ/ЛА,native,,,ИККИ́,native,,,,,охьу'/рулъIа,native,,,,,,,,,3
задать,1,КЬВÁГЬИДА/ЙЛА,native,,,,,,,тIами́,native,,,,,,,КЬАДА̅ЛА,native,,,3
задвижка,1,,,,,,,,,,,аᴴкъе',native,ПАРХХУН,native,,,,,ГЬАКЪИ́Н,native,3
заделывать,1,,,,,,,,,,,б/а'цило̄/рулъIа,native,,,,,СIАТIВА̅ЛА,native,Б/ÁХЪАЩ/ĀЙЛЪ’А,native,3
задерживать,1,,,,,Б/И́ГЪАЛИ,native,Б/И'ГЪА¯/ЛЪА,native,,,,,,,,,БИС̅I̅А̅́ЛА,native,,,3
задерживаться,1,,,,,Б/ИГЪИ́,native,,,,,б/егъу'/рулъIа,native,,,,,,,ÁЩАX̅/ИЛЪ’А²,native,3
задник,1,,,,,,,СЕ'ХА,native,за́дникI,rus,,,,,,,,,К’ÁНУ,native,3
задыхаться,1,ГЪÁᴴКЪИДИ/ЛА,native,,,ГЪÁНКЪАЛИ,native,,,,,акъус̄у'/рулъIа,native,,,,,,,,,3
заем,1,ЗÁЙМА,rus,за́йм/а,rus,ЗАЙИ́М,rus,,,,,,,,,,,,,,,3
заживление,1,Б/ИТÍИЛГЬАР,native,,,,,,,,,чIиᴴ'далъе,native,,,,,,,ЦIИ́ЛЪИЙАР,native,3
зазнаваться,1,Б/А̄Л̄Ъ́УНДИ/ЛА,native,,,,,,,чIу́хIи,native,чIу'хIило̄/рулъIа,native,,,,,,,,,3
зазнайство,1,ЧÍУХIИДАР,native,,,,,,,,,чIу'хIи,native,,,,,,,ЧIУ́ХIИЙАР,native,3
заикаться,2,ИЪÁДИ/ЛА,native,,,,,,,бабадилалъи́,native,,,,,,,,,БАКЪÁТIИЛЪ/ИЛЪ’А,native,3
закатиться,1,,,,,КIЯТИ́ᴴ,native,,,,,,,,,,,СIАТЛА,native,Б/ЍЛЪ̅/ИЛЪ’А,native,3
закваска,1,,,,,ИНЛIИТIÁР,native,,,,,,,,,,,СИ́РАГ,native,СУ́ЛА,native,3
заквашивать,1,,,бечч/а́й,native,Б/ААЛИ́,native,,,,,къIибо̄'/рулъIа,native,,,,,,,,,3
закон,1,ЗАКÓН,rus,зако́н,rus,ЗАКУ́Н,rus,,,,,,,,,,,,,,,3
закрываться,2,́ЭДИ/ЛА,native,,,ГЬИЩИ́,native,,,,,эцIу'/рулъIа,native,,,,,,,,,3
закрытый,1,ЭД́У/Б,native,и́щ/аб,native,,,РУКЪО'/М,native,,,,,,,,,,,,,3
заливать,1,ГЬАЛГЬ̄́Е/ЛА,native,,,,,,,,,б/а'цило̄/рулъIа,native,,,,,ЛУЛАДА̅ЛА,native,,,3
заложенность,1,̄СУᴴ̄С́УТIАР,native,,,,,,,,,с̄у'байе,native,,,,,,,КЪÈГЪАᴴР,native,3
замерзание,1,,,за́рчир,native,,,,,в=а́гъушир,native,жа'къIе,native,,,,,,,,,3
замешательство,1,,,,,,,,,ри́хха-ххичир,native,б/ах̄е',native,,,,,,,Б/И́X̅ИЙАР,native,3
замзам,1,ЗАМ–ЗÁМ,arab,,,ЗАМЗÁМ,arab,,,,,,,,,,,,,ЗАЗÁМ,arab,3
замораживание,1,Б/ÉШХЪАЛАР,native,за́рчар,native,,,,,,,жа'къIибайе,native,,,,,,,,,3
замораживать,1,Б/ÉШХЪА/ЙЛА,native,,,,,,,,,жакъIи'бо̄/рулъIа,native,,,,,БЕ́ГЪАГЬЛА,native,,,3
замыкание,1,́ЭЩАР¹,native,,,,,,,замика́ни,rus,,,,,,,,,И́ЩВАР,native,3
заноза,1,,,,,ЦЦАН/И́,native,,,,,,,,,,,СIАН,native,РÉЛIАХАН,native,3
занятие канатоходца,1,ПАЛУГЬÁᴴЛГЬАР,native,пали́панлъи,pers,ПАЛУ́ГЬАНЛЪИ,native,,,,,,,,,,,,,,,3
занятие мельника,1,ГЬАБ́ИГЬАᴴЛГЬАР,native,хвабу́хъанлъи,native,ГЬАБИ́ГЬАНЛЪИ,native,,,,,,,,,,,,,,,3
заострение,1,,,цIцIу́нкIкIир,native,,,,,,,ба'гIалъе,native,,,,,,,Ц̄УМÁГЬАР,native,3
заостренный,1,,,цIцIункIкIа́ймалаб,native,,,,,,,цĪуᴴ'тIада/б/е,native,,,,,,,Ц̄УМАЛУ́/Б,native,3
запертый,1,,,,,,,КЕРЩО'М²,native,и́щаб,native,э'цIада/б/е,native,,,,,,,,,3
заплата,1,БÁТА,native,,,,,,,,,йамо',native,,,,,БА̀ТА,native,,,3
заполнять,1,,,,,,,Б/ЕЦ|А¯'/ЛЪА,native,,,б/ечIо̄'/рулъIа,native,,,,,БИЦIА̅́ЛА,native,,,3
заполняться,1,,,гьибцI/и́,native,,,,,,,б/ечIу'/рулъIа,native,,,,,,,Б/ЕЦI/И́ЛЪ’А,native,3
заправка,1,,,,,,,,,запра́вка,rus,б/и'тIайе,native,БАДИДАК,native,,,,,,,3
запрещенный,1,,,,,,,,,,,с̄ита'да/б/е,native,,,,,БЕ́ГЬДИДАС̅,native,ХIАРÁМА/Б,native,3
запутанный,1,ЧАЛ̄ЪАX̄́У/Б,native,,,,,,,къу́ссаб,native,,,,,,,,,ЧАРЛIАX̅У́/Б,native,3
запутаться,1,,,,,,,,,къуси́,native,,,ХХЕРХХАШДУ,native,,,,,КI’АРÁБАX̅/ИЛЪ’А,native,3
заражаться,1,,,,,Б/ÁХИДИ,native,Х¯А'Р/АЛЪА²,native,,,,,,,,,БА́ХИ̅ЛА,native,,,3
зарастать,1,ГЪВÁНЛГЬИ/ЛА,native,,,,,,,,,ке'челъу/рулъIа,native,,,,,,,ЧЕМЧÁЛЛЪ/ИЛЪ’А,native,3
зарубка,1,КЪЕРДÁР²,native,,,,,,,,,,,,,,,КЪИНИ́,native,ГЬÀЧ̅А²,native,3
засветло,1,,,,,,,КОНОЛ|О'БДА,native,квана́рхи,native,иᴴкĪвилъIе'да,native,,,,,,,,,3
засовывать,1,,,,,,,К¯О'РК¯/А¯ЛЪА,native,,,,,,,,,БЕ́С̅ИС̅ЛА,native,ТIАТI/Ā́ЙЛЪ’А,native,3
засоление,1,̄С̄ÍИНГЬАЛГЬАР,native,,,,,,,,,чIу'къIалъе,native,,,,,,,Ц̄ИᴴЙÁЛЪАР,native,3
засохший,1,БЕКЪВÁЛЪ,native,,,Б/ЕКЪУКЪИБУ́,native,,,,,,,,,,,БЕ́КЪВАЛI,native,,,3
застегивание,1,ГÉЦIАЛАР,native,,,,,,,,,кIаба'йе,native,,,,,,,ТIÁЛАР,native,3
застежка,1,КЪАТIВ,native,къабцIе́р/у,native,,,,,,,,,,,,,А̀ᴴКВАЛ,native,,,3
застывать,1,,,къард/и́,native,КЪАРДИ́,native,,,,,,,,,,,,,Э̄́ЛЪ’А¹,native,3
засушливый,2,ЛАКЪДÁЛА/Б,native,,,,,,,,,милъи'лIи,native,,,,,,,Ц̄ĀЙКЪУ́/Б,native,3
затачиваться,1,Б/ÁГIАЛГЬИ/ЛА,native,,,,,,,,,б/а'гIалъу/рулъIа,native,,,,,РЕКIИ̅ЛА²,native,,,3
затевать,1,,,,,,,,,,,б/агъа'рило̄/рулъIа,native,,,,,БАГЪА́РДА̅ЛА,native,Б/АГЪÁРИЙ/ĀЙЛЪ’А,native,3
заточка,1,,,,,,,,,багьи́р,native,багIайе',native,,,,,,,ХЪИРИ́ГЬАР,native,3
затягиваться,1,,,,,,,Б/Е'Х¯ЕЛАЛЪ/АЛЪА,native,,,б/ах̄алъу'/рулъIа,native,,,,,,,Б/ЕX̅ÁЛАЛЪ/ИЛЪ’А,native,3
зачем-то,1,,,лълъуᴴйхва́лада,native,ЛЪЛЪУНЛЪИ́ДАБУ,native,,,,,,,,,,,,,ЭГЬИЛÁС̅АБИЙО,native,3
зачинщик,1,УН,native,,,ВАН/И́,native,,,,,ми'на,native,,,,,,,,,3
звон,1,ЗВАᴴЗВÁРИ,native,,,,,,,,,,,,,,,ЗВАᴴЗВА́Р,native,ЗВАᴴЗВÁР/ЗВАЗВÁР,native,3
звонко,1,ЧIВГIÁРX̄ИДИ/Б/О,native,,,,,ЗВАРА¯'БХВА,native,,,,,,,,,,,ЧIВÁРКЬИЙАЛО,native,3
звукоподражание вспархиванию птицы,1,,,пархх,native,ПÁРХХИ,native,,,,,,,,,,,ТИРХ,native,,,3
звукоподражание падению человека,1,,,два́мпи,native,ДВÁМПИ,native,,,,,,,,,,,ДВАᴴП,native,,,3
звукоподражание плевку,1,,,,,,,ТУЙ,native,,,ту,native,,,,,,,ТУЙ,native,3
звукоподражание шуму сыплющихся орехов,1,ЖВАР–ЖВÁР,native,гъвар-гъва́ри,native,,,,,,,,,,,,,ЖВАР-ЖВА́Р,native,,,3
здание,1,,,,,МИНÁ,native,,,эркIе́л,native,чIи'ли,native,,,,,,,,,3
здоровенный,1,БАЗАЛ́ИЙА/Б,native,,,,,,,,,,,,,,,БАЗАЛИ́ЙАБ,native,ГАБÁЛА/Б,native,3
зеленая слизь,1,ХИХ́ИН,native,,,ХИХХИ́М,native,,,,,,,,,,,,,X̅ИX̅И́Н,native,3
зернышко,1,,,га́г/а,native,ГЯГ/Я́,native,,,,,му'гьи,native,,,,,,,,,3
злой,1,,,азда́гьа,pers,,,,,,,,,ССИМКЪУ,native,,,,,АЗÁГЬУ,pers,3
злой,2,РАКIВАЧИЧ́У/В,native,,,ХЪУ́БИ,native,,,су́рарлIи,native,,,,,,,,,,,3
злопамятный,1,,,,,,,Г|У'НО¯/Б,native,хъу́би,native,ко'шаракIва̄лIибе,native,,,,,,,,,3
злополучный час,1,АХ́ИРАРБАГI,arab,,,,,,,,,,,,,,,АХИ́РАРБАГI,arab,АХИ́РАРБАГIИ,arab,3
знак,1,,,,,,,,,,,иша̄'ра,arab,,,,,ИШАР,native,ГIАЛÁМАТА,arab,3
знакомство,2,,,,,,,,,лъа́й-хъвай,native,лъе̄'хъве,native,,,,,,,ЛЪĀ́Й-ХЪВĀЙ,native,3
знамя,1,,,,,,,,,,,бе̄'рахъе,arab (<turk),БАЙРАХЪИ,arab (<turk),,,БАЙРА́ХЪ,arab (<turk),,,3
значимость,1,ПАЙДÁ,arab,,,,,,,,,кIва'ри,native,,,,,КIВАР,native,,,3
значительно,1,,,,,,,,,хьваъабу́да,native,с̄ала'матада,arab,,,,,САЛАМАЛЪХЪА,native,,,3
знающий,1,Б/ИЙ̄́О/Б,native,,,,,,,в=егъих=о́,native,,,,,,,,,Б/ИЙṒ/Б,native,3
зоб,2,,,кIу́р/у,native,,,,,,,кIо'ро,native,,,,,,,КIÓРУ,native,3
зов,1,,,бе:дир,native,,,,,бе́дир,native,,,РАЛИРАДИ,native,,,,,,,3
зонтик,1,ТАДЖ/ТАЖ,native,,,ЧАТИ́Р,native,,,,,,,,,,,,,ПÀРЧА²,native,3
зубчик,1,,,са́къ/у,native,,,,,,,го'жо,native,,,,,,,ГЬВÀРУ,native,3
зубчик (чеснока),1,ГЬВÁРА¹,native,,,,,ГО'Ж/О²,native,,,,,,,,,СIЕЧIИ́,native,,,3
зябнуть,1,,,,,Б/ÁГЪАШИ,native,,,,,къвагъу'/рулъIа,native,,,,,,,ШИШИГЬĀ́БАКIВИЛЪ’А,native,3
играть в мяч,1,,,,,ЧЧАБИ́,native,,,кIакIусалъи́,native,,,,,,,КЪАДА̅ЛА,native,,,3
игривость,1,,,вагъа́ргъир,native,КIЯРЧÁМЛЪИ,native,,,,,,,,,,,,,ГIÁᴴЧIИЛЪАР,native,3
игривый,1,,,в/агъаргъ/о́в,native,,,,,,,,,,,,,ГIА́ᴴЧIАБ,native,ГIÁᴴЧIА/Б,native,3
иждивение,1,,,,,НАПÁКЪИ,arab,,,,,напа'къа,arab,,,,,,,НАПÁКЪА,arab,3
из сострадания,1,,,,,ГУРХIÁᴴ,native,,,,,гу'хIилайе̄гье,native,,,,,,,ГУ́РХIИЙО,native,3
из-за,1,,,саъабу́,native,САБÁЛЪУ,native,,,,,гъа'на,native,,,,,,,,,3
из-за,2,Б/Á̄ГЪИ/Б/О,native,,,,,САБА'ЛЪЕ,native,,,,,,,,,САБАЛЪИ,native,,,3
из-под,1,ГЬИКЬ́ӢС,native,,,,,,,,,,,,,,,ГЬИ́КЬАНО̅,native,ГЬИКЬṒ,native,3
извилистый,1,,,,,,,,,,,с̄оре'лелIи,native,,,,,ЙИЧIИЧIУМАЛI,native,Г’АНÁБАЛIА,native,3
извлекать,1,Б/́УГЬУ/ЛА¹,native,,,Б/УХИ́,native,,,,,б/ехъу'/рулъIа,native,,,,,,,,,3
издавать,1,,,,,Б/ЕШТТИ́,native,,,,,о/ту'рулъIа,native,,,,,,,Б/У̀Х/ИЛЪ’А²,native,3
издавна,1,,,,,НИ́КIВАЛЪЛЪИЛАРУ,native,,,ну́кIадалIару бесхъа́,native,,,НУКӀАЛЛАККУ,native,,,,,,,3
издалека,1,,,,,БÉКЬАТАРУ,native,Ч¯|И'ДАГАЛ,native,чIчIи́дуку,native,,,,,,,,,,,3
измельчение,1,,,хъу́рир,native,,,,,,,тикĪе'райе,native,,,,,,,К̅’АНИ́ГЬАР,native,3
измена,1,,,хийа́налъи,arab,,,,,,,хийа'налъилайе,arab,,,,,ХИЙАНАЛЪИ,arab,,,3
изменение,1,,,хи́сир,native,,,,,хи́сайр,native,,,,,,,,,ХИ́СИЙАЛАР,native,3
изнанка,1,М́ИКЪ̄САРАХЪ,native,,,МИ́КЪССАРАХЪИ,native,КЕКЬИ'С¯-РАХЪЕ,native,,,,,,,,,,,,,3
изнашивать,1,Ч́ИНЧĒ/ЛА,native,,,,,,,,,б/ашалъо̄'/рулъIа,native,,,,,БИЧIА̅́ЛА,native,,,3
изничтожить,1,КЬИᴴЩÍИЛБАКЪВАЙДА/ЙЛА,native,,,,,,,в=улълъа́й,native,кьичĪибакъве'ло̄/рулъIа,native,,,,,,,,,3
износиться,1,,,кьир/и́,native,КЬИРАЛЪИ́,native,,,бичIи́,native,,,,,,,,,,,3
изнурительный,1,,,,,ЧIАМУ́ЧIА/Б,native,,,,,чIаму'чIада/б/е,native,,,,,,,ЧIАМУ́ЧIА/Б,native,3
изнурять,1,ТÁБАЛГЬА/ЙЛА,native,,,ЧIУ́НТАЛИ,native,С¯У'ГЬА¯ᴴ/ЛЪА,native,,,,,,,,,,,,,3
изогнутый,1,ЧIИКI–ЧÍИКIИДУ/Б,native,,,,,,,,,микIа'да/б/е,native,,,,,,,ЧIИ́КIИ-ЧIИКIИЙУ/Б,native,3
изорвать,1,,,,,,,,,,,хъахъаро̄'/рулъIа,native,ХЪАБХЪАТАНТАЙДУ,native,,,ХЪАХЪАДА̅ЛА,native,,,3
изрядно,1,,,,,ШУБХIАЛАХЪИ,native,,,,,таᴴ̄'да,native,,,,,,,ГЬИ́ᴴКЬУБЛА,native,3
изумление,1,ГIАЛÁМАЛГЬАР,arab,хIайра́нлъи,arab,,,,,,,,,,,,,,,САГЬИ́ЛГЬАР,native,3
изумляться,1,САГЬВ́ИЛГЬИ/ЛА,arab,,,,,,,,,хIералъило̄/рулъIа,native,,,,,,,ГIАЖḖБЛЪ/ИЛЪ’А,arab,3
"изъян, недостаток",1,,,,,,,СА'ХЪАТ,arab,,,,,ГЪАЙА,native,,,,,САХЪÁТИ,arab,3
изюм,1,,,кишми́ш,turk,КИШИМИ́ШИ,turk,,,,,,,,,,,,,КИШМИ́Ш,turk,3
изюминка,1,ДÁНГЪВА,native,,,,,,,,,,,,,,,ДА̀ᴴГЪВА,native,ДÀᴴГЪВА,native,3
икать,1,,,гьикIкI/е́ла/лъи,native,,,,,,,гьиᴴ'кIу/нулъIа,native,,,,,,,ГЬИ́КI/ӢЙЛЪ’А,native,3
имеющий хождение,1,,,хьва́датахоб,native,,,ХЬВАРАДО'/Б,native,,,хьваде̄'ле̄да/б/е,native,,,,,,,,,3
инвентарь,1,МАТÁХI,native,мата́хI,native,МАТÁХIИ,native,,,,,,,,,,,,,,,3
ингуш,1,ГЪАЛГЪАЙАД/УВ,native,гъа́лгъайав,native,,,,,,,,,,,,,,,ГЪАЛГЪĀ́ВУ/ГЪАЛГЪĀ́ЙУ,native,3
ингуши,1,ГЪАЛГЪÁЙАД/И,native,,,,,,,,,гъалгъа'йо,native,,,,,,,ГЪАЛГЪḖ/ЙИ,native,3
инженер,1,,,инжине́р,rus,ИНЖИНÉР,rus,,,инджи́нер,rus,,,,,,,,,,,3
иногда,1,,,,,АНЩИ-АНЩИ́,native,АᴴЩ-АᴴЩ,native,,,,,,,,,ИНИ́-ГЬЕКЬАᴴ,native,,,3
институт,1,ИᴴСТИТ́УТ,rus,институ́т,rus,,,,,инситу́т,rus,,,,,,,,,,,3
интересный,1,,,ке́па/в,arab,КÉПА/В,native,,,,,,,,,,,,,КÉПИЛIА,native,3
исключать,1,,,,,ЛЪЛЪЕХЪУ́,native,КЪО'Т|/А¯ЛЪА,native,,,тIо̄'нулъIа,native,,,,,,,,,3
искривлять,1,ЧÍИКIИДА/ЙЛА,native,,,,,,,,,микIикIо̄'/нулъIа,native,,,,,БИЧIА̅́НА,native,,,3
искусный,1,,,ма́шхъеллълъи,arab,,,,,ма́шхъелIи,arab,,,,,,,МАШХЪИЛЧIАНИС,native,,,3
испорченный,2,ПАСÁТА/Б,arab,б/ичIа́/б,native,,,,,,,паса'та̄/б/е,arab,,,,,,,,,3
испражнение,1,Ч́УРИБАX̄АЛАР,native,,,,,,,,,хIа'ре,native,ХЪОПИ,native,,,,,,,3
испражняться,1,Ч́УРИБАX̄А/ЙЛА,native,,,ЧАБИ́,native,,,,,хIару'/рулъIа,native,,,,,,,,,3
испытывать трудности,1,ЗАХIМÁЛГЬИ/ЛА,native,,,,,ЗА'Х|МАЛЪ/АЛЪА,native,,,захIваᴴ'лъило̄/рулъIа,native,,,,,,,,,3
иссушение,1,Б/ЕКЪВÁЛАР,native,,,,,,,,,букъа'йе,native,,,,,,,Б/ЕКЪУКЪÁЛАР,native,3
истерия,1,ГЬАЛÁГЛГЬАР,native,,,,,,,,,гьала'гилъилайе,native,,,,,,,ГЬАЛÁГИЛЪАР,native,3
истошно,1,,,гIасси́го,native,ГIАССИ́ЙАБХIАЛАХЪИ,native,Г|АС¯И'БА¯,native,,,,,,,,,,,,,3
исчезновение,1,,,,,,,,,в=и́тир,native,кьIо'къIе,native,,,,,,,Б/ÉТIВАР²,native,3
